code,Category,Name,"Long Description","Cost Per Unit",Quantity,"Unit of measure","Total Cost",RETAIL,WHOLESALE,REGULAR,"Vat Status",Availability
86486682,"Coffee Sauces &amp; Syrups","Da Vinci Frappease Powder (1.5kg)","Da Vinci Frappease Powder (1.5kg)",1000,0,piece,0,1115,0,0,yes,Available
30475427,"Coffee Sauces &amp; Syrups","Da Vinci French Vanilla Syrup (750mlx12)","Da Vinci French Vanilla Syrup (750mlx12)",403.878,-1,piece,0,530,0,0,yes,Available
14064852,"Coffee Sauces &amp; Syrups","Da Vinci Gourmet Classic Strawberry Syrup (750mlx12)","Da Vinci Gourmet Classic Strawberry Syrup (750mlx12)",460,3,piece,1380,530,0,0,yes,Available
91751973,"Coffee Sauces &amp; Syrups","Da Vinci Gourmet Mint Syrup (750mlx12)","Da Vinci Gourmet Mint Syrup (750mlx12)",421.83,1,piece,421.83,490,0,0,yes,Available
08749734,"Coffee Sauces &amp; Syrups","Da Vinci Hazelnut Syrup (750mlx12)","Da Vinci Hazelnut Syrup (750mlx12)",460,7,piece,3220,530,0,0,yes,Available
99166267,"Coffee Sauces &amp; Syrups","Da Vinci Macadamia Nut Syrup (750mlx12)","Da Vinci Macadamia Nut Syrup (750mlx12)",460,5,piece,2300,530,0,0,yes,Available
63101607,"Coffee Sauces &amp; Syrups","Da Vinci Madagascar Vanilla Bean Sauce 2L","Da Vinci Madagascar Vanilla Bean Sauce 2L",931,4,piece,3724,985,0,0,yes,Available
46231642,"Coffee Sauces &amp; Syrups","Da Vinci Roasted Almond Syrup (750mlx12)","Da Vinci Roasted Almond Syrup (750mlx12)",460,4,piece,1840,530,0,0,yes,Available
77685049,"Coffee Sauces &amp; Syrups","Da Vinci Roasted Hazelnut Syrup (750mlx3)","Da Vinci Toasted Hazelnut Syrup (750mlx3)",390.18,-1,piece,0,530,0,0,yes,Available
43087372,"Coffee Sauces &amp; Syrups","Da Vinci Salted Caramel Sauce (2Lx3)","Da Vinci Caramel Salted Caramel Sauce (2Lx3)",882,0,piece,0,1000,0,0,yes,Available
131991810,"Coffee Sauces &amp; Syrups","Da Vinci Sauce Pump 2L","Da Vinci Sauce Pump 2L",465.515,4,piece,1862.06,450,0,0,yes,Available
06893897,"Coffee Sauces &amp; Syrups","Da Vinci Sugar Syrup (750mlx12)","Da Vinci Sugar Syrup (750mlx12)",0,,piece,0,0,0,0,yes,Available
53352125,"Coffee Sauces &amp; Syrups","Da Vinci Syrup Pump 750ml","Da Vinci Syrup Pump 750ml",371.70419753086,11,piece,4088.7461728395,450,0,0,yes,Available
48994262,"Coffee Sauces &amp; Syrups","Da Vinci Vanilla Syrups ( 750mlx12)","Da Vinci Vanilla Syrups ( 750mlx12)",460.00206625886,37,piece,17020.076451578,530,0,0,yes,Available
72944004,"Coffee Sauces &amp; Syrups","Da Vinci White Chocolate Sauce (2Lx3)","Da Vinci White Chocolate Sauce (2Lx3)",880,6,piece,5280,1000,0,0,yes,Available
31923187,"Coffee Sauces &amp; Syrups","Da Vinci White Chocolate Syrup (750mlx12)","Da Vinci White Chocolate Syrup (750mlx12)",0,,piece,0,0,0,0,yes,Available
99060916,"Plastic Cups/Lids","Dabba Cups with Lids 16oz (50pcs)","Dabba Cups with Lids 16oz (50pcs)",217.73529411765,-17,piece,0,255,0,0,yes,Available
61292171,CDO,"Danes Cheese","Danes Cheese",63.7,,each,0,67,0,0,yes,Available
964086495,Equipment,"Deep Fryer Single Gas (FY-71)","Deep Fryer Single Gas (FY-71)",0,,each,0,0,0,0,no,Available
455353439,Services,"Delivery Charge","Delivery Charge",0,-365,each,0,300,0,0,yes,Available
99784911,Services,"Delivery Fee","Delivery Fee",0,-94,piece,0,1000,0,0,yes,Available
339115205,"Toppings &amp; Sinkers","Diced Roasted Peanuts (2.5 kg)","Diced Roasted Peanuts (2.5 kg)",461.8265,,each,0,635,0,0,yes,Available
64264400,"Milk Tea Equipments/Supplies","Digital Scale 1kg-5kg","Digital Scale 1kg-7kg",150,2,each,300,195,0,0,yes,Available
57443911,Stocks,"Disposable Hand Gloves (100pcs x 100pcks)","Disposable Hand Gloves (100pcs)",15,0,piece,0,25,0,0,yes,Available
1199374530,Equipment,Divider,Divider,0,,each,0,0,0,0,yes,Available
4806527088653,"Fillings &amp; Toppings","DLA  Lafruta 50% Strawberry (610g)","DLA  Lafruta 50% Strawberry (610g)",155,0,each,0,210,0,0,yes,Available
658790430,"Fillings &amp; Toppings","DLA Lafruta 30% Blueberry (630g)","DLA Lafruta 30% Blueberry (630g)",0,0,each,0,0,0,0,yes,Available
4806527087281,"Fillings &amp; Toppings","DLA Lafruta 50% Blueberry 610g","DLA Lafruta 50% Blueberry 610g",225,0,piece,0,295,0,0,yes,Available
35982876,Stocks,"Doking Jam Blueberry (3kgx6Jar)","Doking Jam Blueberry (3kgx6Jar)",310,,piece,0,350,0,0,yes,Available
05662234,Stocks,"Doking Jam Passion Fruit (3kgx6Jar)","Doking Jam Passion Fruit (3kg)",340,11,piece,3740,390,0,0,yes,Available
42691259,Stocks,"Doking Jam Strawberry (3kgx6Jar)","Doking Jam Strawberry (3kgx6Jar)",310,0,piece,0,550,0,0,yes,Available
798404839,"Plastic Cups/Lids","Dome Lid 95mm (100pcsx20packs)","Dome Lid 95mm (100pcs)",87.044952975432,352,each,30639.823447352,170,0,0,yes,Available
59844396,"Plastic Cups/Lids","Double Cup 750cc with lid (4pcs)","Double Cup 750cc with lid (4pcs)",69.33185162963,19,piece,1317.305180963,100,0,0,yes,Available
68076566,"Paper Cups","Double Wall Cup 12oz with Lids (25pcs)","Double Wall Cup 12oz with Lids (25pcs)",132.5,49,piece,6492.5,240,0,0,yes,Available
32643251,"Paper Cups","Double Wall Cup 16oz with Lids (25pcs)","Double Wall Cup 16oz with Lids (25pcs)",137.5,-58,piece,0,260,0,0,yes,Available
33283104,"Paper Cups","Double Wall Cup 8oz with Lids (25pcs)","Double Wall Cup 8oz with Lids (25pcs)",110,42,piece,4620,220,0,0,yes,Available
104831302,"Blender Parts","Drink Machine Blender Blade Assembly","Drink Machine Blender Blade Assembly",350,37,each,12950,750,0,0,yes,Available
915125056,"Blender Parts","Drink Machine Blender Blade Lock","Drink Machine Blender Blade Lock",120.16035864197,6,each,720.96215185182,400,0,0,yes,Available
218217803,"Blender Parts","Drink Machine Blender Carbon Brush","Drink Machine Blender Carbon Brush",50,29,each,1450,100,0,0,yes,Available
694176015,"Blender Parts","Drink Machine Blender Mushroom","Drink Machine Blender Mushroom",99.92079103293,35,each,3497.2276861525,400,0,0,yes,Available
4806516760195,"Baking Supply","Dutch Alkalized Cocoa Powder 500g","Dutch Alkalized Cocoa Powder 500g",195,1,each,195,255,0,0,yes,Available
1117638246,"Dutche Products","Dutche - Choco Dip (4Kg)","Dutche - Choco Dip (4Kg)",760,11,each,8360,900,0,0,yes,Available
331604304,"Baking Supply","Dutche - Powder Sugar (1kg)","Dutche - Powder Sugar (1kg)",75.638951111111,3,each,226.91685333333,100,0,0,yes,Available
19600642,"Baking Supply","Dutche - White Chocolate Chips Droplet(1kg)","Dutche - White Chocolate Chips Droplet(1kg)",167.33296,0,each,0,230,0,0,yes,Available
1278660733,"Baking Supply","Dutche -Ube Flavor it 1kg","Dutche -Ube Flavor it 1kg",280,56,each,15680,325,0,0,yes,Available
1138644672,"Dutche Products","Dutche Choco Dip ( 1kg )","Dutche Choco Dip ( 1kg )",190,13,each,2470,235,0,0,yes,Available
599440110,"Baking Supply","Dutche Chocolate Chips (500g)","Dutche Chocolate Chips (500g)",86.62933,0,pack,0,115,0,0,yes,Available
133669952,Stocks,"Dutche Cream of Tartar (1kg)","Dutche Cream of Tartar (1kg)",0,0,kilogram,0,270,0,0,yes,Available
21264979,"Baking Supply","Dutche Decor it 4 cell Butterfly Mix","Dutche Decor it 4 cell Butterfly Mix",70,2,piece,140,90,0,0,yes,Available
45593352,"Baking Supply","Dutche Decor It 4 cell Heart Mix","Dutche Decor It 4 cell Heart Mix",70,1,piece,70,90,0,0,yes,Available
59652243,"Baking Supply","Dutche Decor it 4 cell Ribbon Mix","Dutche Decor it4 cell Ribbon Mix",70,5,piece,350,90,0,0,yes,Available
063693310,"Baking Supply","Dutche Decor It Beautiful In White ","Dutche Decor It Beautiful In White ",57,1,piece,57,75,0,0,yes,Available
74613946,"Baking Supply","Dutche Decor It Dappled Sky ","Dutche Decor It Dappled Sky ",57,4,piece,228,75,0,0,yes,Available
70557282,"Baking Supply","Dutche Decor It Frosted Berries ","Dutche Decor It Frosted Berries ",57,0,piece,0,75,0,0,yes,Available
59775423,"Baking Supply","Dutche Decor It Galactic Gatsby","Dutche Decor It Galactic Gatsby",57,1,piece,57,75,0,0,yes,Available
54562783,"Baking Supply","Dutche Decor It Gold Nuggets","Dutche Decor It Gold Nuggets",57,0,piece,0,75,0,0,yes,Available
513140410,"Baking Supply","Dutche Decor It Love Story ","Dutche Decor It Love Story ",57,1,piece,57,75,0,0,yes,Available
797085010,"Baking Supply","Dutche Decor it Mystic Color 80g","Dutche Decor it Mystic Color 80g",57,0,piece,0,75,0,0,yes,Available
96427545,"Baking Supply","Dutche Decor It Treasure Love","Dutche Decor It Treasure Love",57,8,piece,456,75,0,0,yes,Available
98482429,"Baking Supply","Dutche Premium Choco Bar (500g)","Dutche Premium Choco Bar (500g)",85,-1,each,0,170,0,0,yes,Available
593521899,"Dutche Products","Dutche Strawberry Dip (1kg)","Dutche Strawberry Dip (1kg)",0,,each,0,0,0,0,yes,Available
4809013561432,"Baking Supply","Dutche Unsweetened Bar  500g","Dutche Unsweetened Bar  500g",140,5,piece,700,185,0,0,yes,Available
1188770904,"Baking Supply","Dutche- Dark Premium Choco Bar 500g","Dutche- Dark Premium Choco Bar 500g",85.782924805195,2,each,171.56584961039,170,0,0,yes,Available
1162061013,Stocks,"Dutche- Ube paste 5kg","Dutche- Ube paste 5kg",435,0,each,0,570,0,0,yes,Available
4809013561272,"Baking Supply","Dutche- White Choco Bar 500g","Dutche- White Choco Bar 500g",85,11,each,935,125,0,0,yes,Available
1012324961,"Baking Supply","Dutche-Semi Sweet Choco Bar 500g","Dutche-Semi Sweet Choco Bar 500g",85.782924805195,6,each,514.69754883117,170,0,0,yes,Available
261556108,Stocks,"Dutche-Strawberry Flavor it 1kg","Dutche-Strawberry Flavor it 1kg",280,1,each,280,310,0,0,yes,Available
919985051,Equipment,"Electric 1 Tank Fryer (FY-80)","Electric 1 Tank Fryer (FY-80)",0,,each,0,0,0,0,yes,Available
586733972,Equipment,"Electric 1 Tank Fryer (FY-81)","Electric 1 Tank Fryer (FY-81)",1500,0,each,0,3600,0,0,yes,Available
947176925,Equipment,"Electric 2 Tank Fryer LD- 82","Electric 2 Tank Fryer LD- 82",0,,each,0,0,0,0,no,Available
398358949,Equipment,"Electric Bain Marie ( FY-2V) 4 Basin","Electric Bain Marie ( FY-2V) 4 Basin",0,,each,0,0,0,0,yes,Available
196608898,Equipment,"Electric Bain Marie Glass ( FY-4A )","Electric Bain Marie Glass ( FY-4A )",0,,each,0,0,0,0,yes,Available
724099127,Equipment,"Electric Chicken Rotisiries","Electric Chicken Rotisiries",0,,each,0,0,0,0,yes,Available
190102128,Equipment,"Electric Food Warmer (LD-602)","Electric Food Warmer (LD-602)",0,,each,0,0,0,0,no,Available
134714248,Equipment,"Electric Griddle (LD-818B)","Electric Griddle (LD-818B)",0,,each,0,0,0,0,no,Available
491180842,Equipment,"Electric Hotdog Roller","Electric Hotdog Roller",0,,each,0,0,0,0,no,Available
496562985,Equipment,"Electric Hotdog Roller ( 7 Rolls)","Electric Hotdog Roller ( 7 Rolls)",0,,each,0,0,0,0,no,Available
659955222,Equipment,"Electric Siopao Steamer","Electric Siopao Steamer",12500,0,each,0,13000,0,0,yes,Available
4806525360010,"Baking Supply","Elufa - Ube Halaya (1kg)","Elufa - Ube Halaya (1kg)",365,3,each,1095,390,0,0,yes,Available
85230660,Spices/Herbs,"Elufa- Chili Powder (DV)","Elufa- Chili Powder (DV)",135,0,each,0,175,0,0,yes,Available
4806525360003,"Baking Supply","Elufa- Ube Powder (1kg)","Elufa- Ube Powder (1kg)",360,8,each,2880,385,0,0,yes,Available
236733983,Spices/Herbs,"Elufa-Chili flakes","Elufa-Chili flakes",0,0,each,0,0,0,0,yes,Available
369680961,Spices/Herbs,"Elufa-Garlic granules 100g","Elufa-Garlic granules 100g",36.5,138,each,5037,55,0,0,yes,Available
692890727,Spices/Herbs,"Elufa-Garlic powder","Elufa-Garlic powder",146,0,each,0,195,0,0,yes,Available
72167786,"Frozen Goods","Emborg Frozen Blueberries (400gx20)","Emborg Frozen Blueberries (400g)",330,0,piece,0,380,0,0,yes,Available
71916583,"Frozen Goods","Emborg Frozen Raspberries (300gx20) ","Emborg Frozen Raspberries (300g)",299,0,piece,0,345,0,0,yes,Available
53821393,"Frozen Goods","Emborg Frozen Strawberries (450gx24)","Emborg Frozen Strawberries (450g)",271,0,piece,0,312,0,0,yes,Available
5701215046832,"Baking Supply","Emborg Full Cream Milk (1Lx12)","Emborg Full Cream Milk  (1L)",95,56,piece,5320,125,0,0,yes,Available
705861910,"Baking Supply","Emborg Pizza Topping 80%Mozz.(2.3kgx4)","Emborg Pizza Topping 80% Mozz.(2.3kgx4)",920,0,piece,0,1100,0,0,yes,Available
53940742,"Baking Supply","Emborg Pizza Topping 80%Mozza (200gx36)","Emborg Pizza Topping 80%Mozza (200gx36)",204,0,piece,0,235,0,0,yes,Available
59336099,Stocks,"Emborg Whipped Cream Sweetend Spray Can 500gx9","Emborg Whipped Cream Sweetend Spray in Can 500gx9",385,0,piece,0,400,0,0,yes,Available
94484502,Stocks,"Emborg Whipping Cream UHT 1LX12","Emborg Whipping Cream UHT 1LX12",407,0,piece,0,415,0,0,yes,Available
94816549,Stocks,"Emperor's Best Instant Yeast 500gx20","Emperor's Best Instant Yeast 500gx20",105,0,piece,0,115,0,0,yes,Available
806076402,"Packaging &amp; Containers","EPS 8oz Styro Coffee Cups","EPS 8 oz Styro Coffee Cups",0,0,each,0,0,0,0,yes,Available
4806525220741,"Toppings &amp; Sinkers","Ersao Tapioca Pearl (1kg)","Ersao Tapioca Pearl (1kg)",80,357,kilogram,28560,115,0,0,yes,Available
33457653,Equipment,"Espresso Maker ( 12 Cups )","Espresso Maker ( 12 Cups )",0,,each,0,0,0,0,no,Available
886688059,Equipment,"Espresso Maker ( 4 Cups )","Espresso Maker ( 4 Cups )",0,,each,0,0,0,0,no,Available
502065625,Equipment,"Espresso Maker ( 6 Cups )","Espresso Maker ( 6 Cups )",0,,each,0,0,0,0,no,Available
87135626,Stocks,"Eureka Silenzio Grinder ","Eureka Silenzio Grinder ",22500,-1,piece,0,25000,0,0,yes,Available
594887517,"Plastic Cups/Lids","EZ Lid Dome Small Hole 95mm (100pcsx20)","EZ Lid Dome Small Hole 95mm (100pcsx20 packs)",120,-36,each,0,180,0,0,yes,Available
76893766,Essentials,"Face Shield w/ Box","Face Shield w/ Box",22,0,piece,0,25,0,0,yes,Available
30570948,Essentials,"Faceshield w/out box","Faceshield w/out box",0,0,piece,0,5,0,0,yes,Available
643567800,"Microwavables Container","Faspack RE- 750 ML","Faspack RE- 750 ML",0,,each,0,0,0,0,no,Available
806237063,"Microwavables Container","Faspack RE-1000 ml","Faspack RE-1000 ml",0,,each,0,0,0,0,no,Available
787961874,"Microwavables Container","Faspack RE-500 ML","Faspack RE-500 ML",0,,each,0,0,0,0,no,Available
640475076,"Microwavables Container","Faspack RO- 10 Oz","Faspack RO- 10 Oz",0,,each,0,0,0,0,no,Available
290394757,"Microwavables Container","Faspack RO- 30 Oz","Faspack RO- 30 Oz",56,0,each,0,66,0,0,yes,Available
51362836,"Fruit Syrups &amp; Purees","Faunus Wintermelon Syrup (20kg)","Faunus Wintermelon Syrup (20kg)",2000,0,piece,0,2860,0,0,yes,Available
14002663,Stocks,"Faunus Wintermelon Syrup 1kg Repack","Faunus Wintermelon Syrup 1kg Repack",138.18270344828,0,piece,0,200,0,0,yes,Available
77261557,Stocks,"Faunus Wintermelon Syrup 2.5kg ","Faunus Wintermelon Syrup 2.5kg ",365,0,piece,0,440,0,0,yes,Available
569174210,"Fruit Syrups &amp; Purees","Faunus Yogurt Syrup (2.5kg/6gal)","Faunus Yogurt Syrup (2.5kg/6gal)",425,0,piece,0,550,0,0,yes,Available
1215761952,Stocks,"Ferna Unflavored Gelatin (1kgs)","Ferna Unflavored Gelatin (1kgs)",362.5,0,each,0,435,0,0,yes,Available
156122326,Straw,"FG Bending  Straw Ez Sip 5.6x220L (White) 100pcs","FG Bending Straw Ez Sip 5.6x220L (White) 100pcs",11.529595848559,176,each,2029.2088693464,30,0,0,yes,Available
174076193,"Microwavables Container","FG Container w/ Lid (1600ML) 10pcs","FG Container w/ Lid (1600ML) 10pcs",110.68564,0,each,0,150,0,0,yes,Available
408601088,"Plastic Cups/Lids","FG Cooler Cup 350ml 95mm (100pcsx20packs)","FG Cooler Cup 350ml (100pcs)",135.08295093896,9,each,1215.7465584506,180,0,0,yes,Available
1256248524,"Plastic Cups/Lids","FG Cup Insert w/ Partition (50pcs)","FG Cup Insert w/ Partition (50pcs)",62.5,11,each,687.5,86,0,0,yes,Available
37414528,Straw,"FG Hard Straw (Large) 245 Assorted 1kg","FG Hard Straw (Large) 245 Assorted 1kg",0,-15,piece,0,210,0,0,yes,Available
920145712,Straw,"FG Hard Straw 203 (Clear) 1kg","FG Hard Straw 203 (Clear) 1kg",0,0,each,0,200,0,0,yes,Available
59631477,Straw,"FG Hard Straw 203 Assorted 1kg","FG Hard Straw 203 Assorted 1kg",0,20,piece,0,200,0,0,yes,Available
263644701,"Spoon &amp; Fork","FG Spoon Medium bibbo (Violet) 50pcs","FG Spoon Medium bibbo (Violet) 50pcs",0,,each,0,0,0,0,no,Available
817965316,"Cup Lids","FG Sundae Cup Lid (Plain) 100pcs","FG Sundae Cup Lid (Plain) 100pcs",35.2128,0,each,0,46,0,0,yes,Available
1230,Cones,"Fiesta Cone (700 pcs)","Fiesta Cone (700 pcs)",690,0,box,0,690,0,0,yes,Available
85817609,Bottles,"Flask Pet Bottle 350ml","Flask Pet Bottle 350ml",17.5,1484,piece,25970,28,0,0,yes,Available
95874451,"Plastic Cups/Lids","Flat Lid 95mm (100pcsx10packs)","Flat Lid (100pcs)",74.999993066621,1587,each,119024.98899673,130,0,0,yes,Available
332447774,"Food Color &amp; Flavor","Flavocol-Butter (500ml)","Flavocol-Butter (500ml)",0,2,each,0,0,0,0,yes,Available
4806501414188,"Food Color &amp; Flavor","Flavocol-Butter Oil (30ml)","Flavocol-Butter Oil (30ml)",38.8,1,each,38.8,52,0,0,yes,Available
4806501414263,"Food Color &amp; Flavor","Flavocol-Cheese Oil (500ml)","Flavocol-Cheese Oil (500ml)",0,2,each,0,565,0,0,no,Available
809490448,"Food Color &amp; Flavor","Flavocol-Chocolate (30ml)","Flavocol-Chocolate (30ml)",0,,each,0,0,0,0,no,Available
4806501414553,"Food Color &amp; Flavor","Flavocol-Chocolate (500g)","Flavocol-Chocolate (500g)",0,5,each,0,270,0,0,no,Available
4806501414478,"Food Color &amp; Flavor","Flavocol-Langka (30ml)","Flavocol-Langka (30ml)",0,1,each,0,52,0,0,no,Available
293286655,"Food Color &amp; Flavor","Flavocol-Strawberry (30ml)","Flavocol-Strawberry (30ml)",0,0,each,0,0,0,0,no,Available
4806501414256,"Food Color &amp; Flavor","Flavocol-Strawberry (500ml)","Flavocol-Strawberry (500ml)",0,3,each,0,220,0,0,no,Available
1191662802,"Food Color &amp; Flavor","Flavocol-Ube (30ml)","Flavocol-Ube (30ml)",0,,each,0,0,0,0,yes,Available
88469317,"Baking Supply","Flavorplus Bubblegum (30ml)","Flavorplus Bubblegum (30ml)",28,0,piece,0,40,0,0,yes,Available
67653263,"Baking Supply","Flavorplus Chocomint (30ml)","Flavorplus Chocomint (30ml)",28,0,piece,0,52,0,0,yes,Available
1024093379,"Food Color &amp; Flavor","Flavorplus- Blueberry (30g)","Flavorplus- Blueberry (30g)",0,39,each,0,0,0,0,yes,Available
1164912745,"Food Color &amp; Flavor","Flavorplus- Blueberry (500g)","Flavorplus- Blueberry (500g)",155,10,each,1550,220,0,0,yes,Available
1256971498,"Food Color &amp; Flavor","Flavorplus- Chocolate (30g)","Flavorplus- Chocolate (30g)",28,35,each,980,52,0,0,yes,Available
1038874191,"Food Color &amp; Flavor","Flavorplus- chocolate (500g)","Flavorplus- chocolate (500g)",185,33,each,6105,265,0,0,yes,Available
748238442,"Food Color &amp; Flavor","Flavorplus- Coconut (500g)","Flavorplus- Coconut (500g)",0,,each,0,0,0,0,yes,Available
1141817727,"Food Color &amp; Flavor","Flavorplus- Strawberry (30g)","Flavorplus- Strawberry (30g)",28,2,each,56,40,0,0,yes,Available
1151296726,"Food Color &amp; Flavor","Flavorplus- Strawberry (500g)","Flavorplus- Strawberry (500g)",135,0,each,0,220,0,0,yes,Available
559019949,"Food Color &amp; Flavor","Flavorplus- Vanilla Liquid (30g)","Flavorplus- Vanilla Liquid (30g)",22,20,each,440,35,0,0,yes,Available
526807419,"Food Color &amp; Flavor","Flavorplus- Vanilla Liquid (500g)","Flavorplus- Vanilla Liquid (500g)",168,23,each,3864,265,0,0,yes,Available
515159496,"Food Color &amp; Flavor","Flavorplus-Cheese (500g)","Flavorplus-Cheese (500g)",0,,each,0,0,0,0,yes,Available
731650194,"Food Color &amp; Flavor","Flavorplus-Ube (500g)","Flavorplus-Ube (500g)",315,47,each,14805,352,0,0,yes,Available
3256760108198,"Baking Supply","Flechard Unsalted Butter (1kgx10)","Flechard Unsalted Butter (1kgx10)",575,4,piece,2300,632,0,0,yes,Available
16558403,"Food Color &amp; Flavor","Food Gel Colors  Red 20g","Food Gel Colors Red 20g",56,2,each,112,75,0,0,yes,Available
1118883369,"Food Color &amp; Flavor","Food Gel Colors Brown  20g","Food Gel Colors Brown  20g",56,9,each,504,75,0,0,yes,Available
04819844,"Food Color &amp; Flavor","Food Gel Colors Deep pink 20g","Food Gel Colors Deep pink 20g",56,,each,0,75,0,0,yes,Available
26280219,"Food Color &amp; Flavor","Food Gel Colors Leaf Green 20g","Food Gel Colors Leaf Green  20g",56,2,each,112,75,0,0,yes,Available
76038808,"Food Color &amp; Flavor","Food Gel Colors Sky Blue 20g","Food Gel Colors Sky Blue 20g",56,1,each,56,75,0,0,yes,Available
720403924,"Food Color &amp; Flavor","Food Gel Colors Violet 20g","Food Gel Colors Violet 20g",56,16,each,896,75,0,0,yes,Available
55612173,"Food Color &amp; Flavor","Food Gel Colors White 20g","Food Gel Colors White 20g",56,6,each,336,75,0,0,yes,Available
268946514,Equipment,"Food Warmer ( FY-1P )","Food Warmer ( FY-1P )",0,,each,0,0,0,0,no,Available
25822533,"Packaging &amp; Containers","Footlong Tray White (20x20)","Footlong Tray White (20pcs)",10.264200792602,14,piece,143.69881109643,20,0,0,yes,Available
74710157,Stocks,"Freight Charge ","Freight Charge ( Labason Zamboanga Del Norte)",0,-1,piece,0,2000,0,0,yes,Available
29816163,"Softserve Spare Parts","Freon 134a","Freon 134a",0,,piece,0,0,0,0,yes,Available
178494371,"Softserve Spare Parts","Freon R22","Freon R22",0,,each,0,0,0,0,yes,Available
518935030,"Vendo Machine Parts","Front Cover","Front Cover",0,,each,0,0,0,0,yes,Available
46009692,Stocks,"Frosty Whip Creme Powder 1kg","Frosty Whip Creme Powder 1kg",470,0,piece,0,510,0,0,yes,Available
868814522,"Paper Cups","Fruit Cups 12oz (50pcsx20packs)","Fruit Cups 12oz (50pcs)",52.95859,-11,each,0,75,0,0,yes,Available
181145277,"Paper Cups","Fruit Cups 16oz (50pcsx20packs)","Fruit Cups 16oz (50pcs)",76.78995,68,each,5221.7166,104,0,0,yes,Available
63260268,Equipment,"Fruit Juicer","Fruit Juicer",0,,each,0,0,0,0,no,Available
1137720871,"Toppings &amp; Sinkers","FT - Assorted Mini Mallows","FT - Assorted Mini Mallows",150,0,each,0,185,0,0,yes,Available
390727552,"Toppings &amp; Sinkers","FT - Assorted Mini Nips (1kg)","FT - Assorted Mini Nips (1kg)",254,-7,each,0,245,0,0,yes,Available
814310278,"Toppings &amp; Sinkers","FT - Red Cherries (500g)","FT - Red Cherries (500g)",255,0,each,0,265,0,0,yes,Available
60368370,"Toppings &amp; Sinkers","FT - SS Droplets Chocolate (1kg)","FT - SS Droplets Chocolate (1kg)",250,-1,each,0,255,0,0,yes,Available
786917578,Equipment,"FT- Bread Knife","FT- Bread Knife",0,,each,0,0,0,0,yes,Available
634410123,Equipment,"FT- Bread Slicer","FT- Bread Slicer",0,,each,0,0,0,0,yes,Available
813667634,Equipment,"FT- Dough Roller","FT- Dough Roller",0,,each,0,0,0,0,yes,Available
370444100,Equipment,"FT- Hamburger Tray","FT- Hamburger Tray",0,,each,0,0,0,0,no,Available
763702063,Equipment,"FT- Raspa Stainless 6&quot;","FT- Raspa Stainless 6&quot;",0,,each,0,0,0,0,no,Available
333933888,Equipment,"FT- Rec Pan","FT- Rec Pan",0,,each,0,0,0,0,yes,Available
1085465881,Equipment,"FT- Tasty #10 (300g)","FT- Tasty #10 (300g)",0,,each,0,0,0,0,no,Available
1026704120,Equipment,"FT- Tasty #12 (500g)","FT- Tasty #12 (500g)",0,,each,0,0,0,0,no,Available
495277697,Equipment,"FT- Torta","FT- Torta",0,,each,0,0,0,0,yes,Available
4806530990349,"Baking Supply","Fuji Semi Sweet Chocolate Compound (1kg)","Fuji Semi Sweet Chocolate Compound (1kg)",154.63293,0,piece,0,200,0,0,yes,Available
06853228,Spices/Herbs,"Furekake Seasoning (100g)","Furekake Seasoning (100g)",257.6,0,piece,0,270,0,0,yes,Available
824793408,"Spoon &amp; Fork","G8 Sundae Spoon (50pcs)","G8 Sundae Spoon (50pcs)",0,,each,0,0,0,0,no,Available
15503786,Spices/Herbs,"Garlic Powder 100g","Garlic Powder 100g",0,10,each,0,62,0,0,yes,Available
923599923,Equipment,"Gas Burger Griddle LD-718","Gas Burger Griddle LD-718",0,,each,0,0,0,0,no,Available
644612097,Equipment,"Gas Deep Fryer (PD-71)","Gas Deep Fryer (PD-71)",0,,each,0,0,0,0,yes,Available
959788814,Equipment,"Gas Griddle","Gas Griddle",0,,each,0,0,0,0,yes,Available
101899239,Wrappers,"Gem Wrap Alum Foil 20M","Gem Wrap Alum Foil 20M",118.64493,33,each,3915.28269,140,0,0,yes,Available
1176681164,Wrappers,"Gem Wrap Alum Foil 5M","Gem Wrap Alum Foil 5M",46.27152,29,each,1341.87408,50,0,0,yes,Available
295094091,Wrappers,"Gem Wrap Alum Foil 8M","Gem Wrap Alum Foil 8M",77.11921,18,each,1388.14578,82,0,0,yes,Available
46516459,"Packaging &amp; Containers","Gem Wrap Cling Wrap 30cmx20m","Gem Wrap Cling Wrap 30cmx20m",95,0,piece,0,125,0,0,yes,Available
1053213185,Wrappers,"Gem Wrap Cling Wrap 30M","Gem Wrap Cling Wrap 30M",100.84819,0,each,0,135,0,0,yes,Available
79326368,"Savoroso Products","Giffard - Pump (Black)","Giffard - Pump (Black)",0,13,each,0,0,0,0,no,Available
608101885,"Savoroso Products","Giffard - Pump (White)","Giffard - Pump (White)",0,,each,0,0,0,0,no,Available
480296059,"Savoroso Products","Giffard - Sugar Cane (1Liter)","Giffard - Sugar Cane (1Liter)",504,0,each,0,630,0,0,yes,Available
3180290066782,"Giffard Syrup","Giffard Sauce-  Caramel (2 Liters)","Giffard Sauce-  Caramel (2 Liters)",805,0,each,0,870,0,0,yes,Available
3180290066775,"Giffard Syrup","Giffard Sauce- Dark Chocolate (2 Liters)","Giffard Sauce- Dark Chocolate (2 Liters)",735,3,each,2205,780,0,0,yes,Available
