code,Category,Name,"Long Description","Cost Per Unit",Quantity,"Unit of measure","Total Cost",RETAIL,WHOLESALE,REGULAR,"Vat Status",Availability
507929751,"Giffard Syrup","Giffard Syrup -  Caramel (1Liter)","Giffard Syrup -  Caramel (1Liter)",526.90909090909,0,each,0,630,0,0,yes,Available
717230869,"Giffard Syrup","Giffard Syrup -  Chocolate Cookie (1Liter)","Giffard Syrup -  Chocolate Cookie (1Liter)",504,0,each,0,630,0,0,yes,Available
581552654,"Giffard Syrup","Giffard Syrup - Amaretto (1Liter)","Giffard Syrup - Amaretto (1Liter)",507.52398,,each,0,630,0,0,yes,Available
934886359,"Giffard Syrup","Giffard Syrup - Banana (1Liter)","Giffard Syrup - Banana (1Liter)",504,,each,0,630,0,0,yes,Available
736550354,"Giffard Syrup","Giffard Syrup - Blackberry (1kg)","Giffard Syrup - Blackberry (1kg)",504,,each,0,630,0,0,yes,Available
125436075,"Giffard Syrup","Giffard Syrup - Blood Orange (1kg)","Giffard Syrup - Blood Orange (1kg)",0,,each,0,0,0,0,yes,Available
594767022,"Giffard Syrup","Giffard Syrup - Blueberry (1kg)","Giffard Syrup - Blueberry (1kg)",504,,each,0,630,0,0,yes,Available
658951091,"Giffard Syrup","Giffard Syrup - Chocolate  (1kg)","Giffard Syrup - Chocolate  (1kg)",504,-1,each,0,630,0,0,yes,Available
282924021,"Giffard Syrup","Giffard Syrup - Cinnamon (1kg)","Giffard Syrup - Cinnamon (1kg)",504,,each,0,630,0,0,yes,Available
393980937,"Savoroso Products","Giffard Syrup - Coconut Syrup (1Liter)","Giffard Syrup - Coconut Syrup (1Liter)",504,1,each,504,630,0,0,yes,Available
1285167504,"Giffard Syrup","Giffard Syrup - Cucumber (1Liter)","Giffard Syrup - Cucumber (1Liter)",507.52398,0,each,0,630,0,0,yes,Available
582275629,"Giffard Syrup","Giffard Syrup - Elder Flower (1Liter)","Giffard Syrup - Elder Flower (1Liter)",507.52398,,each,0,630,0,0,yes,Available
813788130,"Giffard Syrup","Giffard Syrup - GingerBread (1Liter)","Giffard Syrup - GingerBread (1Liter)",507.52398,,each,0,630,0,0,yes,Available
3180293501488,"Giffard Syrup","Giffard Syrup - Hazelnut (1Liter)","Giffard Syrup - Hazelnut (1Liter)",504,0,each,0,630,0,0,yes,Available
665578357,"Giffard Syrup","Giffard Syrup - Lychee (1Liter)","Giffard Syrup - Lychee (1Liter)",504,,each,0,630,0,0,yes,Available
1295007990,"Giffard Syrup","Giffard Syrup - Macadamia (1Liter)","Giffard Syrup - Macadamia (1Liter)",525,1,each,525,630,0,0,yes,Available
1110207675,"Giffard Syrup","Giffard Syrup - Mint (1Liter)","Giffard Syrup - Mint (1Liter)",504,7,each,3528,630,0,0,yes,Available
808887969,"Giffard Syrup","Giffard Syrup - Mojito Mint (1Liter)","Giffard Syrup - Mojito Mint (1Liter)",507.52398,,each,0,630,0,0,yes,Available
468768632,"Giffard Syrup","Giffard Syrup - Pink Grapefruit (1Liter)","Giffard Syrup - Pink Grapefruit (1Liter)",504,0,each,0,630,0,0,yes,Available
341284129,"Giffard Syrup","Giffard Syrup - Pistachio (1Liter)","Giffard Syrup - Pistachio (1Liter)",504,,each,0,630,0,0,yes,Available
126078719,"Giffard Syrup","Giffard Syrup - Salted Caramel (1Liter)","Giffard Syrup - Salted Caramel (1Liter)",530.82534,0,each,0,630,0,0,yes,Available
421333472,"Giffard Syrup","Giffard Syrup - Toffeenut (1Liter)","Giffard Syrup - Toffeenut (1Liter)",507.52398,,each,0,630,0,0,yes,Available
891025906,"Giffard Syrup","Giffard Syrup - Vanilla (1Liter)","Giffard Syrup - Vanilla (1Liter)",504,0,each,0,630,0,0,yes,Available
895685075,"Giffard Syrup","Giffard Syrup - Watermelon (1Liter)","Giffard Syrup - Watermelon (1Liter)",507.52398,,each,0,630,0,0,yes,Available
713696327,"Savoroso Products","Giffard Syrup - White Chocolate ( 1Liter)","Giffard Syrup - White Chocolate ( 1Liter)",525,2,each,1050,630,0,0,yes,Available
58786055,"Coffee Sauces &amp; Syrups","Giffard Syrup Salted Butter Caramel 2L","Giffard Syrup Salted Butter Caramel 2L",805,,piece,0,0,0,0,yes,Available
918097284,"Giffard Syrup","Giffard Syrup Strawberry (1Liter)","Giffard Syrup Strawberry (1Liter)",504,,each,0,630,0,0,yes,Available
58490006,"Packaging &amp; Containers","Glass Jar With Lid M7177 220ml/8oz","Glass Jar With Lid M7177 220ml/8oz",14.65458,0,piece,0,16,0,0,yes,Available
36021376,"Packaging &amp; Containers","Glass Jar With Lid M7208 200ml/7oz","Glass Jar With Lid M7208 200ml/7oz",16.85875,0,piece,0,18,0,0,yes,Available
351486102,Stocks,"Glassine Parchment Baking Sheet (5pcs)","Glassine Parchment Baking Sheet (5pcs)",8.60215,34,each,292.4731,20,0,0,yes,Available
310477382,Stocks,"Glutinous Rice Flour Powder 500g","Glutinous Rice Flour Powder 500g",40,2,each,80,52,0,0,yes,Available
1106311646,"Plastic Cups/Lids","Gravy Cup 3.5oz (50pcs)","Gravy Cup 3.5oz (50pcs)",38.704341538462,50,each,1935.2170769231,50,0,0,yes,Available
254125536,"Cup Lids","Gravy Cup Lid (100pcs)","Gravy Cup Lid (100pcs)",39.76086,109,each,4333.93374,51,0,0,yes,Available
708956827,"Plastic Cups/Lids","Gravy Cup Slim 1.5oz (50pcs)","Gravy Cup Slim 1.5oz (50pcs)",26.59866046875,311,each,8272.1834057813,36,0,0,yes,Available
942678417,"Plastic Cups/Lids","Gravy Cups 2.5oz (50pcs)","Gravy Cups 2.5oz (50pcs)",32.77584,-3,each,0,43,0,0,yes,Available
959547822,Teas,"Gryphon Tea - Earl Grey lavender","Gryphon Tea - Earl Grey lavender",0,,each,0,0,0,0,yes,Available
636097064,Teas,"Gryphon Tea - Hanami","Gryphon Tea - Hanami",0,,each,0,0,0,0,yes,Available
1070765399,Teas,"Gryphon Tea - Mogambo","Gryphon Tea - Mogambo",0,,each,0,0,0,0,yes,Available
6933637302398,Teas,"Guangcun Assam Black tea (500gx30pcs)","Guangcun Assam Black tea (500gx30pcs)",185.83888727905,31,piece,5761.0055056505,260,0,0,yes,Available
13648749,Stocks,"Guangcun Coffee Jelly in a Jar 2.1kg","Guangcun Coffee Jelly in a Jar 2.1kg",340,3,piece,1020,415,0,0,yes,Available
79809351,Teas,"Guangcun Jasmine Tea (500gx30pcs)","Guangcun Jasmine Tea (500gx30pcs)",275,0,piece,0,350,0,0,yes,Available
4806524342796,"Injoy Gulaman","Gulaman Injoy - Almond Jelly (25g)","Gulaman Injoy - Almond Jelly (25g)",7.8,-1,each,0,15,0,0,yes,Available
4806524340105,"Injoy Gulaman","Gulaman Injoy - Buco Pandan (25g)","Gulaman Injoy - Buco Pandan (25g)",10.5,196,each,2058,20,0,0,yes,Available
1153907467,"Injoy Gulaman","Gulaman Injoy - Cherry(25g)","Gulaman Injoy - Cherry(25g)",7.8,,each,0,15,0,0,yes,Available
658067456,"Injoy Gulaman","Gulaman Injoy - Coffee Caramel (25g)","Gulaman Injoy - Coffee Caramel (25g)",7.8,0,each,0,15,0,0,yes,Available
4806524341157,"Injoy Gulaman","Gulaman Injoy - Mango (25g)","Gulaman Injoy - Mango (25g)",7.8,0,each,0,15,0,0,yes,Available
1068034162,"Injoy Gulaman","Gulaman Injoy - Melon (25g)","Gulaman Injoy - Melon (25g)",0,,each,0,0,0,0,yes,Available
629670624,"Injoy Gulaman","Gulaman Injoy - Ube (25g)","Gulaman Injoy - Ube (25g)",10.5,150,each,1575,20,0,0,yes,Available
4806524340082,"Injoy Gulaman","Gulaman Injoy Black (25g)","Gulaman Injoy Black (25g)",10.5,194,each,2037,20,0,0,yes,Available
17432825,Machines,"Hamburger Gas Griddle FY-718 (Single)","Hamburger Gas Griddle FY-718 565x565x460mm",5000,0,piece,0,7250,0,0,yes,Available
368596499,"Paper Cups","Happy Cup 6.5oz (50pcs)","Happy Cup 6.5oz (50pcs)",0,0,each,0,0,0,0,yes,Available
143189116,"YLK Cones","Happy Cup Cone HC- 420 pcs","Happy Cup Cone HC- 420 pcs",235,,each,0,305,0,0,yes,Available
128528800,"Plastic Cups/Lids","Hard Cups Heart 500 ml 90mm(25 pcs)","Hard Cups Heart 500 ml 90mm(25 pcs)",71.141654991767,108,each,7683.2987391108,95,0,0,yes,Available
1299386002,"Plastic Cups/Lids","Hard Cups Heart 700ml  90mm(25 pcs)","Hard Cups Heart 700ml 90mm (25 pcs)",90.869503880758,63,each,5724.7787444878,125,0,0,yes,Available
1162623326,"Plastic Cups/Lids","Hard lid (heart stopper) 90mm (50 pcs)","Hard lid (heart stopper) 90mm (50 pcs)",65.293668422878,177,each,11556.979310849,130,0,0,yes,Available
12345678,"Plastic Cups/Lids","Hard Lid (Heart stopper) 95mm (50 pcs)","Hard Lid (Heart stopper) 95mm (50 pcs)",75.179340028694,23,piece,1729.12482066,140,0,0,yes,Available
512227433,"Fruit Syrups &amp; Purees","High Fructose Daesung Syrup(25kg)","High Fructose Daesung Syrup (25kg)",1350,55,each,74250,1800,0,0,yes,Available
92381766,"Fruit Syrups &amp; Purees","High Fructose Syrup Repack 1.25ml ","High Fructose Syrup Repack 1.25ml",67.498657194808,40,piece,2699.9462877923,150,0,0,yes,Available
520019491,"Hotdog &amp; Patties","Holiday Chicken Siomai (60pcs) 1kgx9pcks","Holiday Chicken Siomai (60pcs) 1kgx9pcks",154.64397959184,26,each,4020.7434693878,185,0,0,yes,Available
291961202,"Softserve Spare Parts","Ice Ceam Rubber Oring (Black)","Ice Ceam Rubber Oring (Black)",10,,each,0,40,0,0,yes,Available
1190779166,"Softserve Spare Parts","Ice Cream Evaporator","Ice Cream Evaporator",5000,1,each,5000,10000,0,0,yes,Available
947819569,"Softserve Spare Parts","Ice Cream Machine ( BQL-838 )","Ice Cream Machine ( BQL-838 )",61092.70732,0,each,0,95000,0,0,yes,Available
1061969210,"Softserve Spare Parts","Ice Cream Machine Block Nozzle Set","Ice Cream Machine Block Nozzle Set",3878.84737,,each,0,4000,0,0,yes,Available
1294726833,"Softserve Spare Parts","Ice Cream Machine Compressor","Ice Cream Machine Compressor",0,,each,0,0,0,0,yes,Available
135999536,"Softserve Spare Parts","Ice Cream Machine Fan","Ice Cream Machine Fan",2500,,each,0,2800,0,0,yes,Available
1027025442,"Softserve Spare Parts","Ice Cream Machine Table Top ( BQL-808 )","Ice Cream Machine ( BQL-808 )",55000,2,each,110000,85000,0,0,yes,Available
644290775,"Softserve Spare Parts","Ice Cream Oring Double","Ice Cream Oring Double",55.4121,25,each,1385.3025,150,0,0,yes,Available
22492540,"Softserve Spare Parts","Ice Cream Oring Single","Ice Cream Oring Single",25,29,each,725,100,0,0,yes,Available
199982779,"Softserve Spare Parts","Ice Cream Rubber","Ice Cream Rubber",100,22,each,2200,200,0,0,yes,Available
266094781,"Softserve Spare Parts","Ice Cream Silicon Elbow","Ice Cream Silicon Elbow",150,9,each,1350,550,0,0,yes,Available
689155359,"Softserve Spare Parts","Ice Cream Spiral / Beater","Ice Cream Spiral / Beater",1662.36316,6,each,9974.17896,3500,0,0,yes,Available
1297739227,Equipment,"Ice Crusher","Ice Crusher",1250.2857142857,3,each,3750.8571428571,1950,0,0,yes,Available
297825328,Equipment,"Impulse Sealer PFS-200mm","Impulse Sealer PFS-200mm",0,,each,0,0,0,0,no,Available
309031433,Equipment,"Impulse Sealer PFS-250mm","Impulse Sealer PFS-250mm",370,0,each,0,550,0,0,yes,Available
832464971,Equipment,"Impulse Sealer PFS-400 mm","Impulse Sealer PFS-400 mm",0,,each,0,0,0,0,no,Available
25239775,"Plastic Cups/Lids","Injection Cup 1liter 90mm by 25pcs","Injection Cup 1liter 90mm by 25pcs",170,0,piece,0,230,0,0,yes,Available
50971244,"Plastic Cups/Lids","Injection Cups 16 oz 90mm (50x20packs)","Injection Cups 16 oz 90mm (50)",160.5,0,piece,0,220,0,0,yes,Available
30280243,"Plastic Cups/Lids","Injection Cups 22oz 90mm (50pcsx20packs)","Injection Cups 22oz 90mm (50)",215,0,piece,0,270,0,0,yes,Available
38025006,"Plastic Cups/Lids","Injection Heart Black Lids (50pcsx20packs)","Injection Heart Black Lids (50pcs)",81,0,piece,0,110,0,0,yes,Available
49687637,"Plastic Cups/Lids","Injection Heart Cup 500ml (25pcsx20packs)","Injection Heart Cup 500ml (25pcs)",80.25,0,piece,0,125,0,0,yes,Available
97681533,"Plastic Cups/Lids","Injection Heart Cup 700ml (25pcsx20packs)","Injection Heart Cup 700ml (25pcsx20packs)",118.5,0,piece,0,155,0,0,yes,Available
58148693,"Plastic Cups/Lids","Injection Lid 90mm (pink)  50 pcs","Injection Lid 90mm (pink) 50 pcs",79,0,piece,0,115,0,0,yes,Available
75675202,"Cup Lids","Injection Lid Color Solid Blue (50pcsx20packs)","Injection Lid Color Solid Blue (50)",79,0,piece,0,105,0,0,yes,Available
87673364,"Cup Lids","Injection Lid Color Solid Pink (50pcsx20packs)","Injection Cup Lid Color Solid Pink (50)",79,0,piece,0,105,0,0,yes,Available
294190510,"Cup Lids","Injection Lid Color Solid White (50pcsx20packs)","Injection Cup Lid Color Solid White (50)",79,0,piece,0,105,0,0,yes,Available
1315291441,"Packaging &amp; Containers","INJOY - Pop corn tub Injoy  (25pcs)","INJOY - Pop corn tub Injoy  (25pcs)",0,0,each,0,125,0,0,yes,Available
4806524344066,Teas,"Injoy Assam Black Tea Leaves (500gx20)","Injoy Assam Black Tea Leaves (500g)",220,28,each,6160,266,0,0,yes,Available
4806524344301,"Injoy Flavorings","Injoy BBQ Sauce Powder Mixes (250g)","Injoy BBQ Sauce Powder Mixes (250g)",75,0,piece,0,105,0,0,yes,Available
53848598,OTHERS,"Injoy Big Umbrella Blue","Injoy Big Umbrella Blue",0,929,piece,0,350,0,0,yes,Available
075566310,OTHERS,"Injoy Blue Ecobag","Injoy Blue Ecobag",0,992,piece,0,0,0,0,yes,Available
4806524343588,"Injoy Juices","Injoy Blue Lemonade Flavored Powder With Intense Sugar (200x100pcks)","Injoy Blue Lemonade Flavored Powder With Intense Sugar (200x100pcks)",52.274596182085,678,piece,35442.176211454,120,0,0,yes,Available
4806524344684,Stocks,"Injoy Calamansi Flavored Powder With Intense Sugar (200g)","Injoy Calamansi Flavored Powder With Intense Sugar (200g)",86,34,piece,2924,125,0,0,yes,Available
4806524344318,"Injoy Products","Injoy Chili Cheese Sauce Powder Mixes (250g)","Injoy Chili Cheese Sauce Powder Mixes (250g)",75,60,piece,4500,105,0,0,yes,Available
4806524341102,"Injoy Milk Tea","Injoy Cream Cheese (500gx40)","Injoy Cream Cheese (500g)",215,92,each,19780,260,0,0,yes,Available
4806524344462,Toppings,"Injoy Crushed Cookies (500gx40pcks)","Injoy Crushed Cookies (500g)",160,0,piece,0,185,0,0,yes,Available
4806524344509,"Injoy Juices","Injoy Cucumber Lemonade Flavored Powder With Intense Sugar (200gx100packs)","Injoy Cucumber Lemonade Flavored Powder With Intense Sugar (200g)",60.257425742574,201,piece,12111.742574257,150,0,0,yes,Available
4806524342963,"Injoy Flavorings","Injoy Flavorings Barbecue (200gx100)","Injoy Flavorings Barbecue (200g)",23,97,each,2231,35,0,0,yes,Available
4806524342932,"Injoy Flavorings","Injoy Flavorings Cheddar Cheese (200gx100)","Injoy Flavorings Cheddar Cheese (200g)",23,297,each,6831,35,0,0,yes,Available
4806524342970,"Injoy Flavorings","Injoy Flavorings Sour &amp; Cream (200gx100)","Injoy Flavorings Sour &amp; Cream (200g)",26,249,each,6474,40,0,0,yes,Available
26211961,Stocks,"Injoy Four Seasons Flavored Powder With Intense Sugar(200g)","Injoy Four Seasons Flavored Powder With Intense Sugar (200g)",56.114942528736,87,piece,4882,120,0,0,yes,Available
4806524343991,"Injoy Syrups","Injoy Fruit Syrup Blue Lemonade (1.30kgx20)","Injoy Fruit Syrup Blue Lemonade (1.30kg)",139.99999997823,265,each,37099.999994231,185,0,0,yes,Available
4806524344004,"Injoy Syrups","Injoy Fruit Syrup Blueberry (1.30kgx20)","Injoy Fruit Syrup Blueberry (1.30kg)",120,233,each,27960,185,0,0,yes,Available
4806524344028,"Injoy Syrups","Injoy Fruit Syrup Four Seasons (1.30kgx20)","Injoy Fruit Syrup Four Seasons (1.30kg)",140,30,each,4200,185,0,0,yes,Available
4806524344011,"Injoy Syrups","Injoy Fruit Syrup Green Apple (1.30kgx20)","Injoy Fruit Syrup Green Apple (1.30kg)",139.99998968457,269,each,37659.997225149,185,0,0,yes,Available
4806524344073,"Injoy Syrups","Injoy Fruit Syrup Lychee  (1.30kgx20)","Injoy Fruit Syrup Lychee  (1.30kg)",139.99764358747,32,each,4479.924594799,185,0,0,yes,Available
4806524344035,"Injoy Syrups","Injoy Fruit Syrup Strawberry (1.30kgx20)","Injoy Fruit Syrup Strawberry (1.30kg)",110.00303008644,248,each,27280.751461437,185,0,0,yes,Available
4806524344080,"Injoy Syrups","Injoy Fruit Syrup Wintermelon (1.30kgx20)","Injoy Fruit Syrup Wintermelon (1.30kg)",139.9957832645,42,each,5879.822897109,185,0,0,yes,Available
4806524344660,"Injoy Juices","Injoy Grape Flavored Powder With Intense Sugar (200x100pcks)","Injoy Grape Flavored Powder With Intense Sugar (200x100pcks)",54.227272727273,176,piece,9544,115,0,0,yes,Available
89880708,"Injoy Juices","Injoy Intense Sugar S10x (200gx100pcks)","Injoy Intense Sugar S10x (200g)",25.201209835002,4709,piece,118672.49711302,0,0,0,yes,Available
4806524344042,"Injoy Milk Tea","Injoy Kreem Puff (250gx30)","Injoy Kreem Puff (250g)",100,124,each,12400,135,0,0,yes,Available
39241449,Equipment,"Injoy Le Vending Machine Injoy","Injoy Le Vending Machine Injoy",15600,8,each,124800,19100,0,0,yes,Available
4806524343595,"Injoy Juices","Injoy Lemon Tea Flavored Powder With Intense Sugar (200gx100packs)","Injoy Lemon Tea Flavored Powder With Intense Sugar (200g)",61.355450236967,210,piece,12884.644549763,155,0,0,yes,Available
4806524343601,"Injoy Juices","Injoy Mango Flavored Powder With Intense Sugar (200gx100pcks)","Injoy Mango Flavored Powder With Intense Sugar (200g)",86,34,piece,2924,120,0,0,yes,Available
4806524343540,"Injoy Palamig","Injoy Milk Palamig Buco (500gx50)","Injoy Milk Palamig Buco (500g)",100,99,each,9900,130,0,0,yes,Available
4806524343670,"Injoy Palamig","Injoy Milk Palamig Buco Pandan (500gx50)","Injoy Milk Palamig Buco Pandan (500g)",100,100,each,10000,130,0,0,yes,Available
4806524343656,"Injoy Palamig","Injoy Milk Palamig Chocolate (500gx40)","Injoy Milk Palamig Chocolate (500g)",112.23549488055,292,pack,32772.764505121,185,0,0,yes,Available
4806524343663,"Injoy Palamig","Injoy Milk Palamig Melon (500gx50)","Injoy Milk Palamig Melon (500g)",100,15,each,1500,130,0,0,yes,Available
4806524344134,"Injoy Palamig","Injoy Milk Palamig Pineapple (250gx60)","Injoy Milk Palamig Pineapple (250g)",53,0,pack,0,70,0,0,yes,Available
4806524344653,"Injoy Palamig","Injoy Milk Palamig Ube Macapuno (500gx50)","Injoy Milk Palamig Ube Macapuno (500g)",100,0,each,0,130,0,0,yes,Available
4806524343199,"Injoy Milk Shake","Injoy Milk Shake Avocado (1kgx25)","Injoy Milk Shake Avocado (1kg)",145,1180,each,171100,180,0,0,yes,Available
4806524343403,"Injoy Milk Shake","Injoy Milk Shake Black forest (1kgx25)","Injoy Milk Shake Black forest (1kg)",175,855,kilogram,149625,210,0,0,yes,Available
4806524343182,"Injoy Milk Shake","Injoy Milk Shake Buco (1kgx25)","Injoy Milk Shake Buco (1kg)",145,293,kilogram,42485,180,0,0,yes,Available
4806524343175,"Injoy Milk Shake","Injoy Milk Shake Buco Pandan (1kgx25)","Injoy Milk Shake Buco Pandan (1kg)",145,1215,kilogram,176175,180,0,0,yes,Available
4806524343373,"Injoy Milk Shake","Injoy Milk Shake Cappuccino (1kgx25)","Injoy Milk Shake Cappuccino (1kg)",145,47,kilogram,6815,185,0,0,yes,Available
4806524343205,"Injoy Milk Shake","Injoy Milk Shake Caramel Machiatto (1kgx25)","Injoy Milk Shake Caramel Machiatto (1kg)",145,73,kilogram,10585,180,0,0,yes,Available
4806524343212,"Injoy Milk Shake","Injoy Milk Shake Choco Hot Fudge (1kgx25)","Injoy Milk Shake Choco Hot Fudge (1kg)",175,1058,kilogram,185150,210,0,0,yes,Available
4806524343229,"Injoy Milk Shake","Injoy Milk Shake Choco Kisses (1kgx25)","Injoy Milk Shake Choco Kisses (1kg)",175,745,kilogram,130375,215,0,0,yes,Available
4806524343380,"Injoy Milk Shake","Injoy Milk Shake Choco Mousse (1kgx25)","Injoy Milk Shake Choco Mousse (1kg)",175,506,kilogram,88550,210,0,0,yes,Available
4806524343397,"Injoy Milk Shake","Injoy Milk Shake Coffee Crumble (1kgx25)","Injoy Milk Shake Coffee Crumble (1kg)",145,288,kilogram,41760,180,0,0,yes,Available
4806524343236,"Injoy Milk Shake","Injoy Milk Shake Cookies &amp; Cream (1kgx25)","Injoy Milk Shake Cookies &amp; Cream (1kg)",175,874,kilogram,152950,215,0,0,yes,Available
4806524343335,"Injoy Milk Shake","Injoy Milk Shake Double Dutch (1kgx25)","Injoy Milk Shake Double Dutch (1kg)",175,465,kilogram,81375,210,0,0,yes,Available
4806524343243,"Injoy Milk Shake","Injoy Milk Shake Leche Flan (1kgx25)","Injoy Milk Shake Leche Flan (1kg)",145,433,kilogram,62785,180,0,0,yes,Available
4806524343250,"Injoy Milk Shake","Injoy Milk Shake Mango (1kgx25)","Injoy Milk Shake Mango (1kg)",145,685,kilogram,99325,180,0,0,yes,Available
4806524343267,"Injoy Milk Shake","Injoy Milk Shake Melon (1kgx25)","Injoy Milk Shake Melon (1kg)",145,-25,each,0,180,0,0,yes,Available
4806524343274,"Injoy Milk Shake","Injoy Milk Shake Mocha (1kgx25)","Injoy Milk Shake Mocha (1kg)",175,207,kilogram,36225,210,0,0,yes,Available
4806524343281,"Injoy Milk Shake","Injoy Milk Shake Rocky Road (1kgx25)","Injoy Milk Shake Rocky Road (1kg)",175,194,kilogram,33950,210,0,0,yes,Available
4806524343298,"Injoy Milk Shake","Injoy Milk Shake Strawberry (1kgx25)","Injoy Milk Shake Strawberry (1kg)",145,1235,kilogram,179075,180,0,0,yes,Available
4806524343359,"Injoy Milk Shake","Injoy Milk Shake Sweetcorn (1kgx25)","Injoy Milk Shake Sweetcorn (1kg)",145,425,kilogram,61625,180,0,0,yes,Available
4806524343304,"Injoy Milk Shake","Injoy Milk Shake Taro (1kgx25)","Injoy Milk Shake Taro (1kg)",157.76654222222,44,kilogram,6941.7278577777,180,0,0,yes,Available
4806524343311,"Injoy Milk Shake","Injoy Milk Shake Ube (1kgx25)","Injoy Milk Shake Ube (1kg)",144.9976253973,1610,kilogram,233446.17688965,180,0,0,yes,Available
4806524343328,"Injoy Milk Shake","Injoy Milk Shake Ube Macapuno (1kgx25)","Injoy Milk Shake Ube Macapuno (1kg)",145,63,each,9135,180,0,0,yes,Available
4806524343342,"Injoy Milk Shake","Injoy Milk Shake Vanilla (1kgx25)","Injoy Milk Shake Vanilla (1kg)",145,159,kilogram,23055,180,0,0,yes,Available
4806524344479,"Injoy Milk Tea","Injoy Milk Tea Black Forest (500gx40)","Injoy Milk Tea Black Forest (500gx40)",190,17,piece,3230,220,0,0,yes,Available
4806524343830,"Injoy Milk Tea","Injoy Milk Tea Caramel Sugar (500gx50)","Injoy Milk Tea Caramel Sugar (500g)",115,422,each,48530,140,0,0,yes,Available
4806524343953,"Injoy Milk Tea","Injoy Milk Tea Chocolate (500gx50)","Injoy Milk Tea Chocolate (500g)",120,529,each,63480,170,0,0,yes,Available
4806524344349,"Injoy Milk Tea","Injoy Milk Tea Cookies &amp; Cream (500gx40)","Injoy Milk Tea Cookies &amp; Cream (500g)",96.989182657181,727,piece,70511.135791771,125,0,0,yes,Available
4806524344523,"Injoy Milk Tea","Injoy Milk Tea Dalgona (500gx40)","Injoy Milk Tea Dalgona (500gx40)",105,224,piece,23520,130,0,0,yes,Available
4806524344356,"Injoy Milk Tea","Injoy Milk Tea Dark Chocolate (500gx40)","Injoy Milk Tea Dark Chocolate (500g)",157.85714285714,441,piece,69614.999999999,220,0,0,yes,Available
4806524344486,"Injoy Milk Tea","Injoy Milk Tea Hazelnut (500gx40)","Injoy Milk Tea Hazelnut (500gx40)",159.62025316456,474,piece,75660.000000001,220,0,0,yes,Available
4806524343816,"Injoy Milk Tea","Injoy Milk Tea Hokkaido (500gx50)","Injoy Milk Tea Hokkaido (500g)",145,46,each,6670,185,0,0,yes,Available
4806524344264,"Injoy Milk Tea","Injoy Milk Tea Mango Cheese Cake (500gx50)","Injoy Milk Tea Mango Cheese Cake (500g)",95,237,pack,22515,125,0,0,yes,Available
4806524343823,"Injoy Milk Tea","Injoy Milk Tea Matcha (500gx50)","Injoy Milk Tea Matcha (500g)",145,1384,each,200680,175,0,0,yes,Available
4806524343908,"Injoy Milk Tea","Injoy Milk Tea Okinawa (500gx50)","Injoy Milk Tea Okinawa (500g)",95,678,each,64410,125,0,0,yes,Available
4806524344189,"Injoy Milk Tea","Injoy Milk Tea Red Velvet (500gx50)","Injoy Milk Tea Red Velvet (500g)",121.53700189753,525,each,63806.925996203,180,0,0,yes,Available
4806524343809,"Injoy Milk Tea","Injoy Milk Tea Taro (500gx50)","Injoy Milk Tea Taro (500g)",95,377,each,35815,125,0,0,yes,Available
4806524344219,"Injoy Milk Tea","Injoy Milk Tea Thai  (500gx50)","Injoy Milk Tea Thai  (500g)",125,0,each,0,150,0,0,yes,Available
4806524344226,"Injoy Milk Tea","Injoy Milk Tea White Bunny (500gx50)","Injoy Milk Tea White Bunny (500g)",94.993934530515,198,pack,18808.799037042,125,0,0,yes,Available
4806524343793,"Injoy Milk Tea","Injoy Milk Tea Wintermelon (500gx50)","Injoy Milk Tea Wintermelon (500g)",95,777,each,73815,125,0,0,yes,Available
480652434,"Non Dairy Creamer","Injoy Non Dairy Creamer (1kg)","Injoy Non Dairy Creamer (1kg)",129.75609756098,0,kilogram,0,200,0,0,yes,Available
56111224,Stocks,"Injoy Non Dairy Creamer (25kg)","Injoy Non Dairy Creamer (25kg)",3500,0,piece,0,4500,0,0,yes,Available
4806524344554,"Injoy Juices","Injoy Orange Flavored Powder With Intense Sugar (120g)","Injoy Orange Flavored Powder With Intense Sugar (120g)",68.191780821918,146,piece,9956,125,0,0,yes,Available
4806524344141,"Injoy Palamig","Injoy Palamig Mango (250gx60)","Injoy Palamig Mango (250g)",53,0,piece,0,70,0,0,yes,Available
4806524343618,"Injoy Juices","Injoy Pineapple Flavored Powder With Intense Sugar (200gx100pcks)","Injoy Pineapple Flavored Powder With Intense Sugar (200g)",48.607843137255,254,piece,12346.392156863,120,0,0,yes,Available
95854984,"Injoy Products","Injoy Potato Fries Cutter","Injoy Potato Fries Cutter",500,4,piece,2000,780,0,0,yes,Available
4806524344288,"Injoy Products","Injoy Praise Fries Powder (500gx40)","Injoy Praise Fries Powder (500gx40)",75,69,piece,5175,105,0,0,yes,Available
4806524343625,"Injoy Juices","Injoy Red Tea Flavored Powder With Intense Sugar (200gx100packs)","Injoy Red Tea Flavored Powder With Intense Sugar (200g)",63.777777777778,233,piece,14860.222222222,145,0,0,yes,Available
4806524343090,"Injoy Juices","Injoy Sago't Gulaman Flavored Powder With Intense Sugar (25g)x100pcks","Injoy Sago't Gulaman Flavored Powder With Intense Sugar (25g)",36,1111,piece,39996,65,0,0,yes,Available
4806524341430,"Injoy Sauce","Injoy Sauce Beef Teriyaki (500gx50)","Injoy Sauce  Beef Teriyaki (500g)",140,47,each,6580,195,0,0,yes,Available
